,user,item,rating
97310,605,43560,3.0
23515,160,2529,3.0
3521,21,90249,3.5
28258,195,4246,5.0
88,1,1282,5.0
5792,41,48516,3.5
79512,495,317,4.5
63494,414,3745,4.0
88946,573,72998,5.0
43085,288,33679,2.5
41758,284,224,3.0
7308,50,85796,2.0
4702,28,59315,4.5
20969,139,7438,3.0
10446,68,435,2.0
13869,89,94661,4.0
5168,33,2333,4.0
89389,580,1090,4.0
28029,192,480,5.0
26511,182,2672,4.0
89560,580,4103,4.0
40069,274,6659,4.0
40220,274,27837,3.0
81905,517,97938,1.0
24766,173,586,3.0
91633,594,2986,4.5
37118,249,86911,3.5
75407,476,468,3.0
45106,298,53996,2.0
53624,354,1036,4.0
42562,288,2378,1.0
4284,28,1213,4.0
94405,599,26861,3.5
5630,40,371,4.0
24325,169,7,4.5
18019,113,1193,5.0
78513,489,307,4.5
74016,474,3246,4.0
73502,474,1363,2.5
80830,509,117176,4.5
95635,600,4239,4.0
25294,177,4027,3.0
73413,474,1204,4.0
36650,249,4343,4.0
53215,352,1206,3.5
76282,480,353,3.0
67438,436,519,1.0
28020,192,296,3.0
82471,523,103772,5.0
83853,534,59315,4.0
92996,599,1089,5.0
40737,275,1883,5.0
70061,448,96110,4.0
14055,89,176621,2.0
4387,28,3105,2.5
92498,597,2416,4.0
32864,223,1566,3.5
44951,298,7153,4.0
92855,599,547,2.5
3058,20,2137,4.5
99726,610,3452,3.0
83559,533,54995,5.0
26838,182,4889,3.5
84475,542,4963,5.0
50412,325,3918,4.0
53541,353,267,3.0
44763,298,3897,3.5
76699,480,4787,3.0
1596,16,1186,3.5
82434,523,5989,5.0
49157,318,2617,3.0
33197,226,1562,1.5
27477,186,3409,4.0
57390,380,4643,3.0
28648,199,1100,1.0
33078,226,255,2.0
28522,198,3746,5.0
41014,276,1196,5.0
33576,227,2571,4.5
36018,246,2396,4.5
50935,329,1206,0.5
40183,274,8906,3.5
83585,534,160,3.5
64670,414,55820,4.5
63611,414,4115,2.0
97146,605,73,3.0
74668,474,6837,3.0
35673,240,502,3.0
75930,477,44191,4.5
25971,180,3552,4.0
75007,474,26116,4.0
76695,480,4734,1.0
58640,382,2881,3.5
60769,391,5075,2.0
16911,105,170777,5.0
35998,246,1243,5.0
5441,38,539,3.0
57671,380,35957,3.0
99359,608,6059,4.0
18243,115,3114,5.0
98678,608,44,0.5
49385,318,32511,4.5
5633,40,383,3.0
90106,586,3147,4.0
35427,239,2542,5.0
99525,609,742,3.0
95442,600,2294,2.5
12036,74,1094,4.5
11407,68,59126,4.0
69486,448,5872,2.5
45120,298,55261,1.5
29790,203,590,5.0
40498,274,68205,3.5
423,4,2019,2.0
62727,414,1204,5.0
84940,552,317,2.0
61739,409,1093,3.0
71964,462,116797,3.5
79808,497,908,3.0
93755,599,3906,2.0
45468,298,142536,1.5
79837,497,96829,5.0
67414,436,421,4.0
53968,356,3448,4.5
61031,396,745,4.0
29388,202,58,4.0
42036,287,2692,2.5
66948,432,6378,4.5
70475,448,156553,2.5
81383,514,49272,3.5
68384,444,173,2.0
61141,399,2959,3.0
64988,414,180497,4.0
42108,287,8373,1.0
24339,169,277,4.5
42638,288,2699,4.0
2374,19,485,2.0
22398,152,61132,3.0
82205,521,880,3.0
74655,474,6770,3.5
54422,357,6993,1.5
63687,414,4370,4.0
93862,599,4394,1.5
65353,419,2722,4.5
85108,552,5747,5.0
66539,428,3328,2.0
37234,249,99728,4.0
9547,64,1203,5.0
94991,599,122260,2.5
32311,221,953,5.0
25098,177,1552,2.0
11753,71,852,4.0
77453,483,2134,3.5
79234,491,356,4.5
25855,178,4235,4.0
52253,339,64957,4.5
13097,84,100,3.0
68719,448,435,3.0
52689,345,3363,3.0
82982,525,60766,4.0
3074,20,2709,5.0
74038,474,3306,4.5
98377,606,39183,4.5
6811,45,4369,5.0
89413,580,1240,3.5
1489,15,3949,4.0
84177,537,7153,4.5
21049,139,76093,2.0
62521,414,514,3.0
49946,321,349,3.0
82163,520,68157,4.5
13820,89,76143,4.5
16766,105,96488,4.5
71178,454,3476,4.5
41258,280,364,4.5
19579,125,167746,4.0
35872,244,445,4.0
56676,377,924,5.0
33776,230,1200,3.0
62321,414,46,2.0
49596,318,72998,3.5
70662,452,552,5.0
25341,177,5444,4.0
145,1,2273,4.0
41787,284,357,4.0
22235,149,737,2.0
18559,119,2701,3.0
70377,448,134393,4.0
43658,292,3386,2.0
85791,555,3480,4.0
16678,105,68554,4.5
36038,246,4011,4.5
35660,240,427,2.0
68354,443,5952,5.0
33216,226,1961,4.0
33790,230,1676,3.0
26800,182,4571,3.5
24998,177,916,5.0
97604,606,1299,3.5
25663,177,70286,2.5
8890,62,6934,5.0
70190,448,106920,3.5
41849,285,4447,2.5
91231,590,68954,4.0
95439,600,2282,4.0
44130,294,1374,4.0
56816,378,8950,4.0
47009,307,1961,3.0
70114,448,100498,1.5
54397,357,5299,4.0
24140,167,2657,3.0
42197,288,596,3.5
56286,372,1203,4.0
19425,125,86721,5.0
37920,258,318,5.0
53037,350,708,3.0
8841,62,3000,4.0
39004,268,2583,4.0
42076,287,4993,4.0
69509,448,6296,4.0
9943,64,45447,2.5
72649,469,1518,3.0
93155,599,1562,1.5
27380,186,1320,4.0
51386,332,593,4.5
81168,514,1407,3.0
11569,68,94864,3.0
71931,462,80862,4.5
9719,64,3160,4.0
14687,91,8581,4.0
85546,555,1977,3.0
49281,318,5903,4.0
68605,447,337,3.0
12459,78,3868,4.5
2469,19,1073,4.0
93469,599,2628,3.0
24651,171,235,4.0
90343,587,1958,5.0
2670,19,2097,3.0
42214,288,788,2.0
7274,50,46862,3.5
7504,51,1272,5.0
84480,542,5299,5.0
15280,99,296,5.0
15492,101,3159,4.0
86523,560,91529,3.5
49913,320,59900,3.0
34551,232,49396,3.5
96560,603,1958,4.0
97772,606,2422,1.5
58362,381,5872,4.0
29365,201,2641,3.0
83636,534,1566,4.0
31359,217,2617,3.0
9276,63,3785,2.0
34065,232,3996,3.0
18536,119,1,3.5
7794,52,1923,5.0
80531,509,5971,4.0
81503,515,176371,5.0
60077,387,7749,4.0
86903,561,8360,3.0
10463,68,541,2.0
64550,414,47644,2.5
79822,497,2858,4.0
6635,45,1608,4.0
62923,414,1840,4.0
8563,58,317,3.0
79400,492,1061,4.0
41265,280,595,4.5
71687,462,2159,4.0
74748,474,7087,4.0
75027,474,27834,4.0
77661,483,6350,4.0
32899,223,7361,3.0
74831,474,7716,3.5
48370,313,1603,4.0
90256,587,1,5.0
33689,229,265,4.0
49943,321,317,5.0
3568,21,106487,4.0
84232,538,4616,4.5
63862,414,5083,3.0
25400,177,6942,5.0
36187,247,527,4.0
81372,514,26242,3.0
95247,600,1007,3.0
59025,385,422,3.0
86092,559,592,3.0
15868,103,71745,3.0
72355,466,53125,4.0
22442,153,858,1.0
56638,376,5952,3.5
31813,219,4643,2.5
32381,221,1375,4.0
80382,509,48,3.5
28815,199,3618,3.0
58715,382,33615,3.0
37831,256,45668,3.5
79267,491,45720,4.5
30410,212,79132,3.5
28608,199,497,3.0
20131,132,4361,3.5
40730,275,1704,4.0
77993,484,998,5.0
38654,265,3701,4.0
68936,448,1923,4.0
34747,232,78499,5.0
83835,534,53996,2.0
78543,489,480,3.5
23276,160,377,3.0
84078,534,130634,4.0
82735,525,2324,4.0
15016,95,6288,4.0
42571,288,2401,3.0
36729,249,6482,3.0
18412,117,296,4.0
13253,84,987,3.0
15586,103,277,4.0
22660,155,2028,4.0
30996,217,587,3.0
93211,599,1732,5.0
42089,287,5876,3.5
691,6,293,3.0
4128,27,1721,5.0
18359,117,26,4.0
19139,123,6016,3.5
63414,414,3444,3.0
27321,186,480,4.0
73814,474,2463,2.0
73234,474,551,3.0
71139,453,5218,5.0
3734,22,33004,1.0
50822,328,4306,4.5
44299,294,2794,3.0
70510,448,164753,2.0
5048,33,151,4.0
25566,177,51086,2.0
82393,522,91658,5.0
49958,321,457,3.0
30732,216,514,3.0
46067,305,1682,4.0
82452,523,52722,4.5
42466,288,2040,3.0
57000,380,1020,3.0
21996,144,380,3.0
98354,606,32234,4.0
37915,257,2599,1.5
8277,57,1573,2.0
48922,317,68237,4.0
84788,550,68954,4.5
61482,405,4624,3.0
8498,57,3705,2.0
3200,20,5618,5.0
94674,599,60487,3.0
43914,292,106696,4.0
59232,386,780,2.0
64637,414,54004,2.5
80918,510,3608,4.0
59702,387,3081,3.5
5851,41,106918,4.0
17360,111,3254,3.5
61893,410,1206,4.0
1056,8,367,3.0
41838,285,1304,4.0
90128,586,6365,4.0
16818,105,112006,4.0
85026,552,2735,1.5
1181,10,49272,5.0
56694,377,1274,5.0
70949,453,1711,4.0
3251,21,745,3.0
99751,610,3727,4.0
1904,18,1892,4.0
5882,42,22,5.0
79811,497,1206,4.0
44840,298,5025,2.5
42470,288,2051,2.0
52496,342,2724,3.0
10152,66,2421,4.0
43415,290,2959,3.0
98292,606,8848,4.0
36893,249,50798,1.0
30731,216,497,4.0
72228,465,1783,4.0
78493,489,150,3.5
22462,153,1954,0.5
82267,522,1784,4.0
28907,199,33493,2.5
51715,334,3006,2.0
55241,367,1028,5.0
22399,152,61323,4.0
42088,287,5816,1.5
71749,462,3424,4.0
37014,249,69606,2.5
42496,288,2105,3.0
75581,477,1556,0.5
68661,448,16,5.0
91516,594,223,4.0
90265,587,235,4.0
62430,414,314,3.0
71138,453,4995,5.0
8299,57,1688,3.0
59182,386,153,2.0
72858,469,3244,5.0
36575,249,2797,4.0
28913,199,44555,4.0
66648,428,7361,4.0
38924,268,1036,3.0
58564,381,78105,3.0
21222,140,1233,3.0
19755,129,4306,3.5
4578,28,31101,3.0
20609,135,4638,2.0
82321,522,26614,4.0
14253,91,802,3.5
5357,37,153,3.0
24686,171,861,5.0
22108,145,316,2.0
59857,387,4563,1.5
41616,282,4855,4.0
85745,555,3033,3.0
23497,160,2404,1.0
38689,266,353,5.0
33314,226,3440,2.5
99450,608,8798,4.0
29171,200,7373,4.0
43421,290,3035,5.0
98089,606,5625,3.5
2566,19,1597,2.0
49039,318,750,4.0
36165,246,91542,4.5
55214,367,150,4.0
56416,373,300,3.0
57682,380,37733,5.0
8197,57,1184,3.0
27206,184,148978,4.0
30349,212,8957,2.5
49148,318,2467,3.5
51129,330,2987,4.0
13797,89,69304,4.0
51920,337,104,5.0
71891,462,44555,4.5
3566,21,105954,3.5
69437,448,5308,4.0
65333,419,1240,3.5
53767,354,6934,2.5
31588,219,673,3.5
48025,312,198,3.0
28206,195,2841,4.0
38948,268,1273,5.0
22292,150,608,4.0
20360,135,329,2.0
90660,590,1148,3.5
50652,327,3301,2.5
90459,588,356,3.0
8263,57,1441,2.0
56136,372,25,4.0
23263,160,293,1.0
48583,314,7,4.0
67710,438,1562,2.0
7615,51,2746,3.0
12091,74,4034,3.5
91985,596,40955,3.5
71265,456,79,2.0
46714,306,156726,3.0
55017,365,56152,3.5
67590,438,44,3.0
91301,592,10,3.0
85350,555,440,4.0
62409,414,259,3.0
51118,330,2739,4.0
55268,367,1704,5.0
6004,42,1100,4.0
79172,490,7454,1.5
31575,219,514,4.0
53508,353,110,3.0
4609,28,40583,2.5
88131,567,152077,3.0
75274,475,8665,4.0
46599,305,148626,3.0
97984,606,4357,4.5
79185,490,53125,2.0
33906,232,145,3.5
44065,294,700,3.0
38206,262,290,4.0
88197,568,63853,4.5
24296,168,4406,5.0
69776,448,60756,3.0
38747,266,1288,5.0
79797,497,111,5.0
81009,512,161,4.0
9115,62,135143,4.0
51400,332,1196,4.5
13911,89,109596,4.0
71439,460,356,4.5
32010,219,53996,4.0
90088,586,1645,3.5
81442,514,135216,0.5
2749,19,2465,1.0
62009,411,1,5.0
23164,159,3949,0.5
24432,169,2581,4.5
80501,509,4447,3.5
9172,63,296,5.0
41309,280,3114,4.0
3062,20,2167,2.0
55625,368,1939,3.0
15821,103,35836,3.5
67607,438,173,2.5
65408,419,32587,2.5
57118,380,1889,4.0
2664,19,2078,2.0
94880,599,95519,4.0
96631,603,2314,4.0
47463,307,7316,1.5
50145,323,1188,4.0
79769,496,1221,4.0
97075,604,173,3.0
69353,448,4483,2.0
59696,387,3033,3.5
70043,448,94896,3.0
39991,274,5528,3.5
29991,208,2023,4.0
4447,28,4327,3.5
67100,434,296,5.0
84381,541,457,5.0
61918,410,2112,4.0
80694,509,62439,3.0
16356,105,3910,4.0
40264,274,34520,2.0
56412,373,282,4.0
25567,177,51662,2.0
47741,308,589,1.0
21499,140,4903,4.0
11979,73,108932,3.5
10408,68,247,2.5
27099,183,2028,5.0
51235,331,4963,4.0
59905,387,5072,4.5
65412,419,37240,4.0
91121,590,7569,3.0
63671,414,4327,4.0
90947,590,3551,3.5
83516,532,1954,3.0
56182,372,316,5.0
33594,227,40819,4.5
78940,489,6377,4.0
70963,453,1884,4.0
26060,181,474,4.0
36091,246,27266,4.5
34728,232,71464,4.0
23867,166,17,4.0
10988,68,4344,3.5
9472,64,344,3.5
95053,599,160978,1.0
53567,353,434,3.0
31709,219,2413,4.0
40716,275,1594,5.0
70012,448,91976,1.0
23105,158,837,2.5
50205,325,32,4.0
36185,247,364,5.0
31445,217,3263,2.0
12243,75,3176,1.0
60592,391,1860,3.0
97453,606,541,5.0
90716,590,1345,3.5
78756,489,2617,2.5
20648,136,195,5.0
29702,202,3029,4.0
16038,104,2423,2.5
42500,288,2111,4.0
34631,232,57368,2.5
53145,351,59369,4.5
40692,275,1288,5.0
50009,322,1221,1.0
85842,555,3791,1.0
64818,414,82461,4.0
23174,159,5299,4.0
61148,399,5445,0.5
20418,135,1259,5.0
12147,74,26578,4.0
89271,579,1608,5.0
96708,603,2633,4.0
52175,339,8873,3.5
58553,381,71057,5.0
24416,169,1967,3.5
73588,474,1777,4.5
41605,282,4239,5.0
51298,331,48394,5.0
94565,599,45880,3.0
86913,561,8783,3.0
79193,490,60074,1.5
10841,68,3034,3.0
15225,98,97921,5.0
70011,448,91935,2.5
44238,294,2302,3.0
67176,434,2012,3.5
41242,279,175303,5.0
8418,57,2918,5.0
80802,509,101962,3.0
91622,594,2640,4.0
11453,68,66097,3.0
89397,580,1196,4.0
56480,374,434,3.0
74805,474,7386,3.5
99770,610,3896,4.5
26728,182,3998,2.5
49924,321,141,4.0
10230,66,4499,4.0
82806,525,4447,4.5
1452,15,849,2.0
35264,238,1193,3.0
33257,226,2398,2.5
75321,475,87232,3.5
20149,132,4993,4.5
17199,109,805,4.0
64838,414,88405,3.5
96596,603,2117,3.0
96103,603,17,3.0
9486,64,480,4.0
68606,447,339,3.0
66029,425,1907,3.0
28040,193,593,3.5
47668,307,55765,4.5
15193,98,52975,4.0
61882,410,1079,4.0
50551,326,43396,4.0
5150,33,1841,3.0
27924,190,116823,4.0
9504,64,608,4.0
94507,599,37857,2.5
32748,222,30707,3.0
24122,167,1732,4.0
9662,64,2396,4.0
30541,213,2410,4.5
28100,195,233,3.0
22672,155,3114,3.0
69337,448,4343,2.0
67102,434,318,4.0
19868,131,1089,4.0
77807,483,59387,5.0
63528,414,3858,3.0
21273,140,1747,3.0
14950,95,2735,4.0
11006,68,4638,2.0
97555,606,1196,4.5
18278,116,539,4.0
97443,606,475,4.0
60467,391,750,5.0
89147,577,1909,4.0
62133,411,648,5.0
14444,91,2625,3.5
61097,398,4973,5.0
31088,217,1216,3.0
72017,463,3753,4.0
94734,599,72226,3.0
85418,555,1092,4.0
44214,294,2110,2.0
13235,84,914,4.0
71476,460,6385,4.5
79792,496,112852,3.0
90871,590,2762,3.5
20615,136,10,5.0
26180,182,480,3.5
18222,115,2694,2.0
11322,68,50740,3.5
76730,480,5103,2.0
21320,140,2605,4.0
38330,263,2108,3.0
1605,16,1207,4.0
50432,325,4500,4.0
28708,199,1580,4.0
65265,418,59784,0.5
5986,42,880,2.0
8689,59,1722,3.0
45249,298,77561,3.5
28823,199,4034,4.0
35698,240,688,3.0
76618,480,3814,5.0
36101,246,40629,2.0
77250,483,180,4.0
24316,168,68157,5.0
4766,29,165,4.0
71130,453,4334,4.0
97654,606,1674,4.0
53917,356,1968,3.5
95627,600,4069,2.5
52204,339,45722,3.0
48549,313,4275,3.0
86003,559,135,3.0
46884,307,1021,1.0
77752,483,36708,4.0
94384,599,26630,3.0
90189,586,95167,5.0
4671,28,54962,2.5
60732,391,4011,4.0
88155,567,166643,2.0
44228,294,2193,3.0
71411,459,3751,2.5
12900,82,5507,3.5
83375,528,6377,2.0
76598,480,3565,3.5
3085,20,3159,5.0
40199,274,26242,3.5
88524,572,21,5.0
52238,339,58559,3.0
18309,116,1387,5.0
73026,472,50,5.0
78127,484,5135,2.0
5206,34,2006,4.5
1249,10,109487,0.5
8520,58,39,5.0
58781,382,71530,3.5
48986,318,18,3.0
3550,21,103228,3.5
15654,103,1252,4.5
28374,198,567,1.0
95297,600,1247,3.5
56075,370,7438,3.5
7475,51,858,3.5
54687,361,2694,3.5
27932,191,34,4.0
65237,418,2144,3.5
9188,63,595,3.0
31672,219,1882,2.0
93101,599,1373,3.0
85128,553,377,3.5
56591,376,1307,4.0
27524,186,5349,4.0
3965,24,7293,3.5
76489,480,2273,2.5
15893,103,81932,5.0
95822,600,38886,4.5
65983,425,1215,3.5
5602,40,266,4.0
86763,561,2513,3.0
4752,28,68205,3.0
71369,458,225,5.0
16341,105,3623,4.0
27333,186,748,4.0
25375,177,6429,4.0
89324,580,47,5.0
6654,45,1863,2.0
11738,71,260,3.0
22285,150,58,3.0
79576,495,3826,3.5
78177,484,34530,4.5
10554,68,1210,5.0
10418,68,293,4.0
61851,410,260,3.0
49381,318,31410,4.5
73757,474,2262,2.0
18223,115,2700,4.0
64041,414,5943,2.5
38656,265,3733,4.0
41054,278,2109,1.5
58083,380,175485,3.0
52591,344,586,5.0
26675,182,3753,2.0
622,6,159,3.0
2430,19,818,4.0
79674,495,58803,4.0
26258,182,1193,4.0
40385,274,53000,4.0
22489,153,4306,2.0
23010,156,3492,4.0
7405,50,172461,3.0
63817,414,4954,4.0
41715,283,788,4.0
10953,68,4011,3.0
85041,552,2987,4.0
63368,414,3259,4.0
55205,366,79132,4.0
3061,20,2161,4.5
15114,96,3555,3.0
75282,475,33493,4.5
54004,356,5349,3.5
89617,580,6287,2.5
62277,413,6373,5.0
11128,68,6893,3.5
39019,268,2802,3.0
40578,275,25,3.0
100098,610,27592,5.0
75847,477,6645,4.5
72891,469,3638,3.0
89814,582,73321,3.5
19878,131,1233,4.0
74091,474,3508,3.0
4035,25,180095,5.0
3666,22,356,5.0
23345,160,1120,3.0
88585,572,1250,5.0
156,1,2427,5.0
1564,15,152081,3.0
81886,517,88267,3.0
50607,326,102194,5.0
61024,396,44,2.0
1905,18,1917,3.0
8548,58,249,5.0
91297,591,3897,3.0
1461,15,1270,5.0
4187,27,3681,4.0
88692,573,293,5.0
22565,153,105844,4.0
24845,175,3791,5.0
11286,68,45928,4.0
86812,561,3555,3.5
57632,380,30825,3.0
9694,64,2804,5.0
71114,453,4167,5.0
75452,477,333,3.0
94313,599,8528,2.0
29902,204,85354,2.0
1162,10,8529,3.5
80619,509,35836,1.5
98723,608,296,5.0
47626,307,51662,3.5
39926,274,4732,1.5
46660,306,72998,3.5
54846,362,103688,4.0
86547,560,108932,4.0
74489,474,5693,3.5
27077,183,733,4.0
83530,532,4210,5.0
41146,279,44191,4.0
78904,489,5378,0.5
73638,474,1961,4.0
38281,263,1094,3.0
2880,19,3264,3.0
24736,172,1994,3.5
95406,600,2085,3.0
47148,307,2997,3.0
54389,357,4857,4.5
87438,563,65585,3.5
58197,381,1653,4.0
93577,599,3087,4.5
42100,287,6711,5.0
75733,477,3552,5.0
88849,573,6502,4.5
35835,243,353,5.0
29195,200,8984,2.5
25864,178,5995,4.5
9043,62,96861,3.5
85960,558,4164,3.0
51226,331,4223,4.0
52721,346,253,3.0
44264,294,2431,4.0
59895,387,4995,3.0
59877,387,4876,2.0
82008,520,911,4.0
10609,68,1517,4.0
4420,28,3578,4.0
15593,103,364,3.0
94155,599,6593,2.5
93604,599,3213,2.5
44114,294,1234,3.0
3188,20,5349,3.0
98220,606,7092,3.5
2821,19,2898,2.0
71609,462,1189,4.5
67784,438,2641,4.0
23259,160,253,3.0
20491,135,2076,4.0
74477,474,5629,2.0
4816,29,4980,2.0
59617,387,2420,3.0
59520,387,1770,3.0
15321,100,357,4.0
51107,330,2571,3.5
37426,250,1092,3.5
76642,480,4015,1.5
79493,494,1214,5.0
73022,471,92259,4.5
58236,381,2161,4.5
70053,448,95441,4.0
42760,288,3342,3.0
94498,599,34811,2.5
42217,288,838,3.0
95316,600,1307,2.5
2935,19,3594,2.0
89637,580,6790,4.5
61565,407,6539,4.0
24890,176,485,3.0
27018,182,6893,3.0
46029,305,1220,5.0
6481,45,11,3.0
46944,307,1325,0.5
96632,603,2318,4.0
8367,57,2353,2.0
59035,385,500,3.0
62680,414,1047,2.0
76498,480,2371,3.0
86419,560,47997,4.0
79429,493,876,5.0
52109,339,3949,3.5
89306,579,3114,5.0
20001,132,1088,4.0
66798,432,1,2.5
34025,232,2804,3.5
76839,480,7173,2.0
87238,562,5618,4.0
98054,606,5014,4.0
30649,215,1233,4.0
91296,591,3893,3.0
16373,105,4025,3.0
71919,462,69306,3.0
68501,446,34,5.0
34011,232,2501,4.0
75684,477,2699,2.5
91502,594,46,4.5
60247,387,54116,3.5
88156,567,166705,3.0
10757,68,2423,4.0
80511,509,4975,3.0
80829,509,117133,3.5
94330,599,8798,3.0
62716,414,1188,4.0
98739,608,367,2.0
35781,241,117176,3.5
29431,202,531,4.0
90828,590,2393,2.5
61745,409,1213,5.0
50798,328,2791,5.0
91757,596,329,3.0
57529,380,6888,2.0
95019,599,135569,3.0
57238,380,2871,4.0
16008,104,1380,4.5
47847,309,1201,4.5
91175,590,45499,2.5
56829,378,69481,4.0
38436,263,8784,3.5
15643,103,1206,5.0
677,6,267,3.0
27900,190,6539,3.0
5110,33,1213,3.0
80671,509,53956,3.0
66680,429,225,4.0
47596,307,45726,2.0
48605,314,110,4.0
10518,68,1019,2.0
69137,448,3020,4.0
74997,474,25886,4.5
46078,305,2000,4.0
1061,8,454,4.0
27768,187,37733,4.0
51762,334,30810,2.5
64131,414,6365,4.0
61894,410,1207,4.0
70412,448,139857,1.5
61374,404,261,3.0
55818,368,3698,2.0
60557,391,1333,4.0
97409,606,236,3.5
78781,489,2908,4.5
27535,187,29,4.0
97074,604,172,2.0
30291,212,1207,3.5
34864,233,69122,3.0
25972,180,3755,3.0
84241,538,66934,5.0
58702,382,8368,4.5
28678,199,1267,5.0
28605,199,466,3.0
43941,293,593,4.0
91673,594,6148,2.0
9370,63,53972,4.0
76081,479,1025,3.0
67724,438,1687,3.0
37005,249,68659,3.0
47042,307,2120,2.0
67370,436,227,3.0
42362,288,1387,5.0
13683,89,6604,4.0
62599,414,762,2.0
100389,610,69844,4.0
33254,226,2355,3.0
74431,474,5377,5.0
22789,156,1136,5.0
4921,31,1353,4.0
88689,573,185,3.5
74289,474,4464,3.0
46831,307,531,3.0
64512,414,45210,4.0
71323,457,2490,4.0
93221,599,1779,2.5
14888,95,541,5.0
25827,178,593,4.5
6615,45,1377,2.0
6220,42,3269,3.0
38998,268,2416,2.0
11236,68,33493,3.0
97925,606,3723,3.5
52824,346,5147,4.5
49342,318,8360,3.0
75638,477,2123,2.5
4279,28,1201,4.0
9788,64,4380,5.0
72459,469,36,3.0
29787,203,370,2.0
19939,132,247,3.0
62953,414,1961,4.0
50449,325,5033,3.0
47474,307,7444,2.0
5809,41,57669,4.5
63755,414,4675,1.0
42052,287,3358,3.5
48530,313,3917,4.0
16268,105,1213,5.0
79218,490,86320,4.0
65514,420,3559,4.0
44768,298,3968,2.0
75784,477,4878,5.0
3887,23,6920,3.0
26036,181,357,1.0
98508,607,448,4.0
62072,411,300,3.0
19958,132,357,3.5
27914,190,8784,3.0
68440,445,1197,5.0
48818,317,778,5.0
82099,520,3996,3.5
94031,599,5418,3.0
56712,377,2641,3.0
8121,57,596,4.0
71004,453,2628,5.0
39906,274,4446,2.0
38643,265,3269,3.0
82422,523,3147,5.0
18547,119,434,4.0
17,1,316,3.0
46537,305,109850,3.5
42859,288,3948,3.5
77763,483,45517,2.5
74105,474,3546,4.0
26999,182,6588,4.0
10323,66,51255,4.0
94228,599,7033,2.5
72424,468,110,4.0
75098,474,40819,4.0
78139,484,6188,4.0
87265,562,27140,3.0
22988,156,3134,5.0
89697,580,30707,4.5
52987,349,231,2.0
64599,414,51255,3.5
59311,387,595,2.0
89001,575,1259,5.0
54200,357,920,5.0
76620,480,3827,2.5
23109,158,2109,3.5
3455,21,56775,3.5
82084,520,3081,4.0
69005,448,2302,3.0
81779,517,5989,2.0
23419,160,1678,4.0
48406,313,2034,4.0
8712,59,2968,5.0
17885,111,174045,4.0
66792,431,1376,2.5
53667,354,1748,4.5
50890,328,78499,5.0
69940,448,86142,3.0
59851,387,4489,2.5
54159,357,441,5.0
99341,608,5669,3.5
9959,65,33660,4.0
78461,488,7153,5.0
75224,475,1682,5.0
94173,599,6722,2.5
33935,232,673,2.5
98093,606,5693,3.5
31405,217,2949,3.0
17950,112,1393,4.0
30585,213,58103,3.5
77199,482,8917,1.0
23063,156,6666,5.0
11549,68,88163,4.0
32304,221,922,5.0
56714,377,2699,3.5
36809,249,31878,4.0
94464,599,32440,2.0
48061,312,1127,4.0
83522,532,2366,4.0
100264,610,54503,5.0
72871,469,3418,4.0
14115,90,1366,4.0
85206,554,527,5.0
44547,298,173,2.0
2717,19,2320,3.0
27497,186,3984,4.0
48100,312,1376,3.0
62349,414,122,2.0
64275,414,7347,3.5
30550,213,3998,3.5
91566,594,1208,3.0
40208,274,27311,3.5
83454,530,500,3.0
29037,200,2291,3.5
56375,373,44,1.0
63162,414,2528,3.0
40873,275,3911,5.0
34719,232,70286,3.5
18619,119,46723,3.5
25407,177,7022,2.5
96476,603,1497,4.0
70755,452,2396,5.0
2188,18,91658,3.5
84864,551,8368,4.0
75786,477,4979,4.5
77817,483,63082,4.5
53781,354,8665,4.0
30017,209,2762,4.0
54718,361,7022,2.0
45477,299,1214,3.0
17783,111,122918,4.0
83133,526,3168,4.5
11639,69,1645,4.0
61668,408,74789,3.0
14,1,235,4.0
15331,100,555,4.0
28285,196,1552,4.0
90328,587,1374,4.0
45937,304,2906,2.0
9450,64,153,2.5
50135,323,500,3.5
45982,305,555,5.0
38208,262,296,3.0
68057,438,6709,3.0
73737,474,2194,4.0
69428,448,5151,3.0
24581,169,7381,5.0
47341,307,5481,3.5
83896,534,69526,2.0
96190,603,346,4.0
7573,51,2291,4.0
61757,409,1265,4.0
61938,410,2671,3.0
10287,66,6979,4.0
43756,292,8383,1.0
24614,170,350,3.0
74543,474,6124,2.0
7358,50,122882,3.0
73980,474,3105,3.5
26951,182,5991,4.0
39557,274,2000,3.0
59134,385,1278,3.0
54550,359,58,4.5
43468,291,50872,5.0
7200,50,3949,3.0
53410,352,79695,2.5
2127,18,65596,4.0
5641,40,454,4.0
11942,73,86880,3.5
88589,572,1265,1.0
86658,561,1230,4.0
66895,432,3114,2.0
16157,104,27706,2.5
61638,408,44840,3.0
48979,317,115149,4.0
44534,297,2952,4.0
11643,69,2571,5.0
97516,606,948,3.5
46753,307,88,3.5
20256,132,55269,2.0
60449,391,480,2.0
72465,469,70,2.0
60883,393,27611,0.5
80016,501,86,3.0
35477,239,4880,4.5
18284,116,597,4.5
88009,567,103596,0.5
83628,534,1370,4.0
50765,328,1968,2.5
34174,232,5989,4.0
23946,166,2858,4.0
74943,474,8753,3.5
57546,380,7153,5.0
64804,414,80463,4.0
77170,482,4389,4.0
30067,210,4995,4.5
66587,428,4745,4.0
62324,414,50,5.0
64159,414,6560,2.0
35894,244,1200,5.0
78039,484,2081,5.0
70113,448,100487,2.0
