,user,item,rating
97510,606,930,4.5
74125,474,3683,3.5
18532,118,2278,4.0
44860,298,5445,3.0
100783,610,139655,3.0
1077,9,627,3.0
97650,606,1653,3.5
30410,212,79132,3.5
57361,380,4148,3.0
23118,158,3301,4.0
51862,336,1704,4.0
56488,374,780,4.0
11122,68,6863,4.5
60689,391,3083,5.0
23063,156,6666,5.0
15249,99,23,4.0
73947,474,3022,3.5
68259,440,2707,4.0
3324,21,2993,4.5
25245,177,3386,3.0
48609,314,151,3.0
34625,232,56174,3.0
20063,132,2340,3.0
34413,232,34162,4.0
50992,330,454,3.5
60876,393,8529,3.0
65193,417,97938,3.5
22824,156,1263,4.0
13460,86,51662,1.5
47311,307,5092,1.5
22459,153,1721,2.0
71183,454,5618,3.0
59384,387,1097,3.5
22495,153,4979,3.0
62713,414,1173,3.0
34229,232,6763,3.0
49738,318,100277,4.0
9443,64,70,4.0
22960,156,2918,3.0
75581,477,1556,0.5
88648,572,2476,4.0
72740,469,2302,4.0
25419,177,7173,4.0
62584,414,710,2.0
24689,171,919,4.0
26965,182,6157,2.5
70399,448,136859,1.5
66919,432,4865,4.0
65868,424,81591,3.5
22932,156,2395,3.5
67241,434,5502,2.5
85639,555,2410,2.0
50100,323,161,4.0
26588,182,3147,4.0
16280,105,1244,5.0
18601,119,7458,4.5
87067,561,122882,4.5
37751,256,2571,4.5
22064,144,2959,4.0
32462,221,3476,5.0
27940,191,85,5.0
77621,483,4963,4.0
17097,109,76,3.0
1538,15,94864,3.0
50160,323,7153,2.5
19547,125,155509,4.0
1474,15,2329,4.5
100328,610,60074,3.0
11188,68,8866,4.5
48062,312,1130,4.0
77058,480,49651,4.0
21129,140,362,4.0
83041,525,96079,4.0
48759,316,1967,3.0
24952,177,527,4.5
27447,186,2571,3.0
55413,368,160,2.0
50047,322,2997,0.5
13687,89,6783,3.0
90588,590,592,3.5
16285,105,1263,4.0
91263,591,2694,4.0
40144,274,7458,4.0
84524,542,48516,3.5
52363,339,141749,4.0
47191,307,3552,3.5
51008,330,587,3.5
4364,28,2686,3.0
13059,83,56367,3.5
55149,365,135137,3.0
14226,91,587,2.5
7259,50,32659,2.5
98354,606,32234,4.0
8326,57,2006,3.0
92090,596,111913,4.5
78065,484,2722,3.5
76851,480,7438,4.0
90977,590,3948,2.5
82359,522,68157,4.5
8001,56,185,3.0
2640,19,2004,3.0
17484,111,7373,3.5
66610,428,5380,3.0
70164,448,104245,2.5
15969,104,588,4.0
19741,129,3034,4.0
73988,474,3134,3.0
82807,525,4639,2.5
47246,307,4229,1.5
14522,91,3623,2.0
81511,516,1090,3.0
15271,99,257,5.0
98319,606,26777,4.0
19349,125,48385,4.5
84760,549,260,2.0
95613,600,3897,3.5
85216,554,899,5.0
26472,182,2387,4.0
33537,226,54272,4.0
17628,111,69122,4.5
82739,525,2406,4.0
99289,608,4873,3.0
32292,221,778,4.5
86968,561,58559,5.0
44094,294,1064,2.0
71510,460,73017,4.5
52803,346,3418,3.5
80777,509,93510,3.0
74491,474,5707,3.0
72494,469,480,3.0
60203,387,44864,3.0
78474,489,10,2.5
6119,42,2353,2.0
47757,308,1221,1.0
12351,76,39446,4.5
50445,325,4971,3.0
12862,82,4025,3.5
43662,292,3468,3.0
97613,606,1347,4.0
76564,480,3147,4.5
61870,410,904,5.0
17617,111,64839,4.0
91724,594,8778,4.0
66573,428,4153,2.5
78275,486,318,5.0
74296,474,4487,2.0
75541,477,1208,5.0
5584,40,173,4.0
81439,514,124484,3.0
20689,136,344,1.0
46077,305,1979,5.0
37171,249,91978,3.5
68692,448,260,5.0
70182,448,106438,4.5
55927,369,2231,3.0
9842,64,5956,4.0
29724,202,3251,4.0
7565,51,2169,4.0
45836,304,1196,5.0
95079,599,171695,3.0
24491,169,4867,3.5
61857,410,357,4.0
46042,305,1258,5.0
78447,488,4973,5.0
14111,90,1353,3.0
30416,212,83132,4.0
46552,305,114246,3.0
15205,98,63859,3.0
90780,590,1982,4.0
32794,222,81845,3.5
96056,602,431,3.0
36165,246,91542,4.5
3041,20,2033,4.0
16961,106,81834,5.0
87101,562,529,4.5
22888,156,1963,3.0
57038,380,1222,5.0
70351,448,129937,2.0
5741,41,4878,5.0
44238,294,2302,3.0
56706,377,2123,3.5
40766,275,2245,3.0
42177,288,500,3.0
50844,328,7438,5.0
82861,525,6378,4.0
22840,156,1299,5.0
83392,528,63876,1.5
93054,599,1244,4.0
19890,131,2871,4.0
73398,474,1178,3.5
75190,474,55071,4.0
67664,438,733,4.5
60547,391,1266,2.0
159,1,2470,5.0
13536,88,44191,4.5
92656,599,61,2.5
85767,555,3257,3.0
20693,136,353,5.0
29073,200,3253,4.0
91635,594,3257,5.0
44242,294,2350,4.0
9997,66,260,2.5
94673,599,60365,1.5
85735,555,2950,2.0
24132,167,2174,3.0
58557,381,72395,4.0
62493,414,450,3.0
38912,268,356,2.0
5872,41,139385,4.0
62427,414,303,3.0
39943,274,4896,2.0
24604,170,208,4.0
3565,21,105844,2.0
66615,428,5504,0.5
57033,380,1214,5.0
47244,307,4226,4.0
12188,74,55814,3.5
85748,555,3051,3.0
68321,442,616,1.5
95328,600,1380,3.5
48213,312,5065,3.0
7512,51,1371,5.0
2315,19,253,3.0
85223,554,919,5.0
11969,73,102445,5.0
38099,260,6639,4.0
30259,211,82461,2.0
99244,608,4255,0.5
95699,600,5508,4.0
32848,223,367,1.5
1848,18,1089,4.0
83215,527,1259,4.0
96734,603,2731,5.0
5248,34,6333,5.0
81190,514,1968,4.0
96290,603,910,4.0
55956,369,4034,3.5
80466,509,2572,3.5
61601,408,2571,4.5
85202,554,170,5.0
45698,303,1370,3.0
80085,503,593,3.5
67252,434,6796,3.0
58193,381,1544,3.0
79108,489,89939,4.5
6748,45,3052,4.0
20133,132,4641,4.0
87655,564,107348,3.5
19717,129,1690,3.5
64117,414,6308,2.5
23968,166,3793,3.5
65697,422,3978,3.0
66739,430,2396,5.0
93360,599,2296,1.0
12643,80,56174,4.5
64285,414,7376,3.5
51056,330,1258,4.0
5717,41,3081,3.0
64605,414,51834,3.0
80000,501,11,3.0
93331,599,2167,3.5
31838,219,5159,1.5
15717,103,2687,2.5
24205,167,8604,3.0
36550,249,2485,3.0
69454,448,5449,3.5
29227,200,45720,4.5
47308,307,5010,3.0
22005,144,520,3.5
36909,249,53125,3.5
46654,306,66203,3.0
94284,599,7782,1.5
86292,560,5377,2.5
83024,525,86332,3.0
4334,28,2000,2.0
97123,604,432,3.0
72845,469,3082,2.0
88895,573,46347,4.5
54066,356,37384,5.0
24693,171,1073,5.0
33805,230,2502,2.5
60023,387,6985,4.0
58806,382,94985,3.5
85602,555,2261,3.0
88531,572,318,5.0
53739,354,4262,4.5
72322,466,6378,3.5
14074,90,52,5.0
25571,177,52281,2.5
3662,22,107,4.5
33623,227,85342,5.0
63112,414,2396,5.0
72273,465,3699,4.0
71685,462,2145,3.0
62056,411,253,3.0
50128,323,440,2.5
31554,219,296,4.0
16356,105,3910,4.0
17716,111,97172,2.0
6350,43,253,4.0
51746,334,6711,4.0
91800,596,1374,4.0
30065,210,4896,4.5
74229,474,4132,3.0
16503,105,8033,4.0
7040,47,112556,2.0
50279,325,1298,4.0
45246,298,76093,3.0
45667,302,707,4.0
44955,298,7254,1.0
60280,388,43836,4.0
26331,182,1437,3.5
82357,522,67197,2.0
13968,89,131439,3.0
470,4,3255,4.0
73860,474,2660,3.5
25941,179,725,3.0
12314,76,2502,4.0
16501,105,8014,5.0
83856,534,59900,4.0
59844,387,4426,3.0
26182,182,482,4.0
33536,226,54001,4.0
62371,414,172,3.0
74153,474,3844,2.5
23548,160,2840,5.0
72809,469,2815,3.0
84108,535,2671,3.0
35075,234,3287,2.0
41057,278,2369,2.5
14978,95,4270,3.0
59098,385,1097,3.0
26321,182,1393,3.5
6010,42,1197,5.0
19120,122,148652,3.5
90382,587,2738,4.0
32508,221,5669,5.0
20322,134,349,4.0
2015,18,6870,4.0
14575,91,4448,4.0
51752,334,7451,3.5
54834,362,60072,3.5
7170,50,1580,2.5
10879,68,3396,3.5
70989,453,2391,3.0
62089,411,368,4.0
5316,36,1372,3.0
68385,444,185,3.0
20293,133,555,3.0
38933,268,1197,5.0
80567,509,7316,3.0
55226,367,587,4.0
99399,608,6874,4.0
73893,474,2791,4.0
9242,63,1968,4.0
57729,380,48142,4.0
78958,489,7147,0.5
23077,156,8228,5.0
62272,413,4299,5.0
72480,469,318,5.0
75912,477,33004,5.0
93735,599,3809,2.5
32773,222,61132,2.5
85315,555,185,3.0
94397,599,26764,2.0
21057,139,81591,2.5
43076,288,32009,2.0
99702,610,2985,5.0
16620,105,53519,5.0
53605,354,466,3.0
30093,210,49278,4.5
52541,343,1221,3.0
34917,234,126,2.0
2566,19,1597,2.0
69635,448,8957,2.5
21457,140,4306,3.0
1206,10,72011,2.5
28046,193,1196,4.5
41026,277,260,4.0
65080,415,58559,4.0
28053,193,2858,2.5
17762,111,112788,2.5
69042,448,2470,4.0
86191,560,1721,3.5
48024,312,177,3.0
77917,483,99114,5.0
39744,274,3156,3.0
73462,474,1269,3.5
65402,419,8622,4.0
51787,334,55765,3.5
47739,308,527,1.0
57587,380,8644,5.0
29357,201,2324,5.0
40903,275,4308,2.0
61001,395,485,2.0
25265,177,3686,1.5
1705,17,1210,5.0
81096,514,296,4.0
42774,288,3424,3.0
80587,509,8861,2.0
49364,318,26225,4.5
86507,560,84152,3.0
84608,544,62,5.0
98731,608,339,2.5
18110,113,4083,4.0
18904,122,2076,5.0
16234,105,541,4.0
98869,608,1219,3.0
7626,51,2872,4.0
80361,508,1409,2.0
42809,288,3654,3.0
92698,599,181,1.0
1128,10,1784,3.5
42161,288,362,3.0
100061,610,8860,3.0
30765,216,1172,4.0
43493,292,19,1.5
84127,536,196,1.0
31490,217,3529,3.0
92314,597,1235,5.0
61177,400,1258,4.5
22605,154,1097,5.0
39742,274,3146,3.5
13193,84,538,3.0
24079,167,592,3.0
17131,109,296,5.0
87048,561,105504,3.5
88677,573,1,5.0
88698,573,364,4.5
54178,357,593,4.5
2956,19,3740,2.0
67962,438,5254,3.5
28533,198,4019,4.0
61455,405,1673,4.0
3322,21,2990,4.5
56866,379,434,3.0
90278,587,440,4.0
94931,599,103980,3.0
84146,536,370,3.0
35666,240,455,3.0
28875,199,6565,4.0
76295,480,434,2.5
41109,279,2288,5.0
59584,387,2193,3.0
66006,425,1566,3.0
36322,247,152081,4.0
11775,72,457,4.5
87652,564,106330,2.0
66676,429,207,5.0
71817,462,6001,3.5
22223,149,196,3.0
58410,381,8464,3.5
37901,257,16,3.5
31233,217,2014,3.0
57634,380,31221,2.0
98108,606,5915,4.5
64419,414,34048,3.5
37694,255,1304,1.0
64194,414,6780,3.5
79699,495,80463,5.0
27956,191,161,2.0
88535,572,357,4.0
73578,474,1711,2.0
48341,313,1291,4.0
58057,380,160438,3.0
37875,256,109374,3.0
58496,381,49274,4.0
53401,352,72011,4.0
91707,594,7564,0.5
80017,501,93,3.0
64883,414,104374,4.0
3733,22,31658,2.5
75487,477,594,3.0
46267,305,37727,4.0
7789,52,1196,4.0
34962,234,919,4.0
28986,200,1197,5.0
80201,504,3897,4.0
1073,9,41,3.0
32806,222,91542,3.5
91084,590,6534,2.0
16190,104,68954,4.0
83650,534,1917,4.5
62258,413,2502,5.0
4607,28,40278,3.0
68802,448,1036,5.0
42399,288,1653,4.0
54345,357,2968,3.0
83851,534,59022,3.5
70820,452,4015,5.0
44188,294,2003,4.0
88111,567,141866,3.0
62943,414,1922,3.0
100388,610,69784,3.5
85777,555,3392,4.0
92416,597,1962,4.0
68378,444,50,5.0
62577,414,673,2.0
75471,477,480,4.0
21889,142,508,4.0
13954,89,128520,2.5
91602,594,2002,5.0
71619,462,1220,3.0
96705,603,2628,1.0
31465,217,3406,2.0
3441,21,49286,3.5
11633,69,1196,5.0
56395,373,198,4.0
89991,585,223,4.5
66207,426,597,4.5
56691,377,1251,4.5
43472,291,60069,5.0
43755,292,8368,4.0
22101,145,161,4.0
84015,534,102686,3.0
46637,306,27772,3.0
27960,191,193,2.0
10987,68,4343,3.5
96039,602,349,4.0
50926,329,318,2.0
36914,249,53996,4.0
95056,599,161044,3.0
15629,103,1033,4.0
81382,514,46970,3.0
49745,318,102445,3.5
99921,610,5618,4.0
40051,274,6379,3.5
38826,266,2812,3.0
61304,402,589,5.0
97861,606,3168,4.0
57745,380,50794,2.0
58723,382,35836,4.0
4356,28,2502,2.0
91038,590,5010,3.5
25390,177,6787,3.0
56425,373,356,4.0
61082,398,1197,5.0
95698,600,5481,2.5
51275,331,8784,4.5
18515,118,153,2.0
12323,76,3671,1.5
12800,82,1544,3.5
59969,387,6333,2.5
21229,140,1262,5.0
3407,21,8972,4.0
48484,313,2968,4.0
16022,104,1833,2.5
39148,272,1682,4.0
100662,610,107348,3.5
50219,325,293,3.0
74911,474,8487,3.0
83227,527,1374,5.0
45027,298,34150,0.5
84299,540,2107,3.5
9480,64,367,3.5
50623,327,104,5.0
63053,414,2236,4.0
94705,599,68237,3.0
37035,249,73017,4.5
12576,80,4878,5.0
70606,450,3972,5.0
78940,489,6377,4.0
19049,122,77561,4.0
42821,288,3703,3.0
57217,380,2709,4.0
92246,597,919,4.0
60355,390,3967,3.5
98480,607,11,3.0
18148,114,152081,3.5
11447,68,64575,3.5
66999,432,48774,1.5
62821,414,1425,3.0
2143,18,71899,4.5
19137,123,4993,3.5
3442,21,50189,2.0
89425,580,1320,4.0
59288,387,432,0.5
9591,64,1552,2.0
15608,103,596,4.5
71248,455,555,3.0
53968,356,3448,4.5
49660,318,85342,4.5
50182,324,1197,3.0
80016,501,86,3.0
42414,288,1748,4.0
44237,294,2301,5.0
62570,414,648,4.0
33768,230,786,2.0
20279,133,349,2.0
13409,86,480,3.0
9428,64,1,4.0
99080,608,2706,2.5
66588,428,4776,4.0
14282,91,1183,2.5
93469,599,2628,3.0
68056,438,6708,3.5
75872,477,7481,3.5
65290,418,116797,4.5
44717,298,3210,3.0
63701,414,4458,4.0
16201,104,81834,4.0
60106,387,8290,1.0
68677,448,145,4.0
48897,317,30707,5.0
63574,414,4012,3.0
78785,489,2959,4.5
67033,432,72641,3.5
27059,182,31410,3.5
18870,122,1199,5.0
42105,287,7117,0.5
59411,387,1214,4.0
91565,594,1188,4.5
34772,233,593,4.5
54984,365,7451,4.5
99771,610,3897,5.0
62018,411,34,4.0
12559,80,2763,4.5
59402,387,1201,4.0
3432,21,44191,2.5
50538,326,30707,3.5
85327,555,316,4.0
88194,568,3363,4.0
6078,42,1831,2.0
15481,101,2722,3.0
99872,610,4975,3.5
31544,219,185,2.0
92917,599,778,3.5
50863,328,48516,3.5
53502,353,32,5.0
55254,367,1270,4.0
19254,125,1240,4.0
12130,74,7087,4.0
79644,495,33166,3.0
90987,590,4011,4.0
7256,50,30793,1.5
76052,479,185,1.0
25817,178,357,5.0
83558,533,52281,5.0
85876,556,6754,4.0
57080,380,1544,4.0
97661,606,1729,4.0
47911,309,6947,4.0
72174,465,292,3.0
59817,387,4105,3.5
50849,328,8528,3.0
61681,408,91529,4.0
60948,394,339,3.0
91431,593,1296,5.0
68778,448,858,5.0
51849,336,318,5.0
97765,606,2405,3.0
53054,350,1210,4.0
1152,10,6942,4.0
45827,304,1060,4.0
88455,571,1972,3.0
38125,260,30810,3.0
17112,109,175,5.0
55564,368,1388,2.0
8322,57,2000,5.0
20142,132,4874,4.5
85810,555,3638,5.0
22420,152,91630,3.0
98409,606,46578,4.0
18570,119,4299,4.5
49203,318,3683,4.5
73267,474,745,4.0
20966,139,7317,2.0
91161,590,35957,3.0
6868,45,51080,4.5
66929,432,5349,2.5
97073,604,170,3.0
11855,73,8807,4.0
63755,414,4675,1.0
82324,522,27611,5.0
86100,559,648,3.0
53716,354,3033,3.5
17641,111,72407,1.5
81666,517,1954,0.5
31757,219,3248,2.0
56921,380,313,3.0
64042,414,5944,3.0
291,3,5764,4.5
45620,301,8261,4.0
71861,462,8865,2.0
95997,602,164,4.0
40507,274,69275,4.0
7137,50,1079,2.5
81379,514,38583,2.5
8537,58,203,3.0
45879,304,1552,4.0
62327,414,57,3.0
40602,275,348,5.0
34406,232,33794,4.5
45160,298,60756,3.0
68480,445,48774,3.5
94375,599,26555,2.0
49918,321,2,5.0
45373,298,103249,2.0
41423,280,80549,5.0
1354,12,63992,5.0
37749,256,2002,4.5
96552,603,1946,4.0
64153,414,6541,1.5
56753,377,6021,5.0
53409,352,79293,4.0
23207,159,81932,2.0
3305,21,2683,2.5
78110,484,4388,3.5
33122,226,596,3.0
59766,387,3635,3.5
98288,606,8713,3.0
6926,47,391,4.5
75231,475,2617,5.0
6356,43,276,5.0
7793,52,1784,4.0
12572,80,4226,5.0
45762,304,258,4.0
66687,429,257,4.0
28076,194,1252,3.5
83364,528,3147,3.5
42790,288,3519,3.0
80746,509,80834,3.5
84020,534,103253,1.5
62169,412,1214,4.0
28420,198,1307,4.0
92683,599,155,2.5
62767,414,1271,2.0
94983,599,117895,2.5
85034,552,2890,4.5
71437,460,169,1.0
50070,322,30749,4.5
81407,514,74458,4.0
66326,427,5283,3.0
63916,414,5325,4.0
79947,500,1734,3.0
80195,504,3101,4.0
60081,387,7925,4.0
58108,381,208,1.5
98955,608,1754,4.0
87961,567,87867,0.5
69097,448,2792,3.0
3451,21,53972,3.0
20646,136,188,5.0
24479,169,4246,4.0
66041,425,2054,2.5
1298,11,1391,1.0
16334,105,3415,4.5
78607,489,1042,2.0
22509,153,7458,0.5
45223,298,71282,3.0
8695,59,2020,5.0
31562,219,367,3.0
2609,19,1882,2.0
34987,234,1378,4.0
67416,436,433,3.0
90030,585,5954,4.0
29498,202,1199,4.0
17183,109,555,4.0
54020,356,6003,4.5
55423,368,198,2.0
4128,27,1721,5.0
31941,219,32587,4.0
85479,555,1391,2.0
26244,182,1095,4.0
13542,88,55820,4.5
95103,600,4,1.5
72803,469,2788,5.0
58368,381,6157,2.5
91271,591,2763,4.0
70236,448,111743,3.5
65887,425,32,4.0
94389,599,26686,1.0
46081,305,2010,5.0
95165,600,346,3.0
6414,43,610,5.0
49442,318,48385,4.0
56411,373,280,4.0
80214,504,4700,3.0
92937,599,851,3.5
60711,391,3503,5.0
48823,317,1200,4.0
60304,389,260,5.0
43688,292,3827,3.0
70038,448,94677,3.5
41177,279,73017,3.0
48735,315,2553,2.0
32210,220,33794,4.5
93543,599,2952,3.0
58012,380,120799,3.0
41713,283,671,4.0
99097,608,2840,4.0
93537,599,2942,3.5
70410,448,139642,3.0
63579,414,4018,3.0
79467,493,3753,2.0
52892,347,160,3.0
23089,157,2490,4.0
57432,380,5299,4.0
31126,217,1388,3.0
87091,562,204,3.0
4989,32,694,3.0
24470,169,3988,5.0
20340,135,47,5.0
100420,610,73268,3.5
17431,111,5418,0.5
91874,596,3408,3.5
93178,599,1633,3.0
64825,414,85881,4.0
98963,608,1792,3.0
100763,610,134853,3.5
36278,247,54997,3.0
47985,310,6947,4.0
20291,133,529,3.0
28424,198,1446,5.0
33628,227,97304,4.5
64326,414,8781,2.0
86823,561,3868,4.5
14774,93,1580,5.0
27299,185,4308,4.0
34740,232,72733,3.0
76799,480,6537,3.0
49159,318,2671,4.0
37651,254,32587,5.0
39034,269,6,5.0
29500,202,1201,5.0
32146,220,2959,1.5
1746,17,5618,5.0
20607,135,4621,1.0
18872,122,1208,5.0
80011,501,45,3.0
39604,274,2161,3.0
98506,607,423,3.0
17843,111,160567,4.5
73220,474,513,3.5
1296,11,1370,3.0
64449,414,37731,3.5
19653,128,898,5.0
70523,449,318,5.0
41969,287,168,1.5
23325,160,924,5.0
82315,522,6942,0.5
32368,221,1283,4.5
13839,89,83969,5.0
95574,600,3259,2.5
29103,200,4041,4.0
46280,305,45720,3.5
31034,217,892,3.0
89706,580,34048,4.0
90672,590,1210,4.5
41123,279,4027,5.0
9168,63,208,2.0
81883,517,87222,1.0
66400,428,541,3.5
40151,274,7930,4.0
92005,596,59315,3.5
18462,117,586,4.0
83224,527,1371,4.0
80021,501,135,2.0
90209,586,110130,4.0
27585,187,1175,4.0
29707,202,3068,4.0
50069,322,8228,3.5
75094,474,40583,3.5
68175,438,33493,3.5
158,1,2459,5.0
65901,425,160,3.0
8953,62,51662,4.5
47046,307,2133,4.5
14939,95,2167,3.0
97019,603,4738,4.0
11866,73,45221,4.0
63217,414,2735,3.0
58035,380,136020,4.0
4353,28,2412,2.0
4340,28,2060,1.5
60045,387,7234,4.5
82283,522,2720,0.5
12433,78,743,2.0
71424,459,50872,4.0
100241,610,52458,3.0
45385,298,105037,2.0
4843,29,111362,4.5
46232,305,8373,2.5
25698,177,79139,4.0
6965,47,4022,3.0
7595,51,2490,3.0
52241,339,59315,3.5
13197,84,585,3.0
18183,115,1222,5.0
63957,414,5452,1.0
62264,413,3408,4.0
87963,567,88356,0.5
54616,359,52604,4.0
54555,359,405,2.5
91184,590,48738,4.0
79630,495,7445,4.5
99719,610,3362,5.0
42815,288,3688,1.0
21916,143,6155,4.0
16143,104,7361,2.5
1797,18,318,5.0
91336,592,303,3.0
85204,554,307,5.0
78590,489,914,5.0
10600,68,1457,3.5
14146,91,150,3.5
31971,219,44195,5.0
91100,590,6957,2.5
96123,603,97,4.0
99098,608,2841,3.5
50210,325,183,4.0
42912,288,4643,3.0
54828,362,48516,4.0
57053,380,1282,3.0
43304,290,1258,4.0
67156,434,1387,4.0
12622,80,44974,4.5
68762,448,673,3.0
85485,555,1439,3.0
90522,590,10,3.5
75014,474,26776,3.5
28504,198,3156,3.0
81907,517,102407,3.0
78518,489,342,4.5
67572,437,1268,4.0
20727,137,110,4.0
36711,249,5903,4.5
52876,346,32587,2.5
89512,580,2951,5.0
57873,380,81591,4.0
90817,590,2300,4.0
87111,562,1061,3.5
100653,610,106072,3.5
20596,135,4085,4.0
48224,312,5451,4.0
94725,599,71327,3.5
80648,509,46972,3.0
21496,140,4889,3.0
20961,139,7147,1.5
72621,469,1292,5.0
57462,380,5784,3.0
4344,28,2231,2.5
52828,346,5812,3.5
70078,448,97836,2.5
9742,64,3535,5.0
45700,303,1394,4.0
26310,182,1301,4.0
67515,437,371,4.0
37558,254,50,4.5
94938,599,105720,3.0
57665,380,34162,3.0
87727,566,57,3.0
94666,599,59387,3.0
75860,477,6934,3.5
17165,109,477,3.0
53976,356,3793,3.5
87883,567,30810,4.0
78617,489,1096,5.0
64823,414,85510,4.0
66009,425,1589,3.5
1342,12,2485,5.0
74078,474,3470,3.5
82211,522,110,4.0
53112,351,6377,3.0
34082,232,4270,2.5
81199,514,1984,2.0
93641,599,3362,3.5
76433,480,1610,4.5
57401,380,4878,4.0
56834,378,90600,3.5
99958,610,6365,4.0
51489,332,3108,3.5
51810,335,110,4.0
52955,348,2325,5.0
16337,105,3578,4.0
86834,561,4128,4.0
38392,263,5013,4.5
70440,448,145839,2.5
80663,509,52694,3.0
100431,610,74795,3.0
73777,474,2353,3.5
54123,357,1,5.0
36852,249,44972,2.0
90688,590,1248,4.0
91770,596,593,4.0
78438,488,3996,4.5
40629,275,904,5.0
17544,111,46972,3.5
83241,527,1968,5.0
65952,425,736,2.5
52738,346,714,3.5
89278,579,1909,4.0
22044,144,1682,2.5
6383,43,413,3.0
98742,608,374,0.5
583,6,36,5.0
92959,599,924,5.0
37997,260,910,2.5
7505,51,1276,5.0
78720,489,2145,3.5
42886,288,4047,3.0
28258,195,4246,5.0
8334,57,2080,4.0
95640,600,4308,4.0
74518,474,5955,3.5
56465,374,150,3.0
62976,414,2020,5.0
82034,520,1527,3.5
84955,552,653,1.5
24690,171,994,5.0
32955,224,2918,5.0
35810,242,410,3.0
100728,610,117867,4.0
87245,562,6377,4.5
95989,602,144,3.0
17317,111,1895,4.0
5851,41,106918,4.0
85785,555,3442,1.0
69559,448,6957,4.0
72231,465,1944,4.0
53488,352,139385,5.0
23623,160,4011,4.5
57418,380,5065,2.5
56341,372,1408,5.0
52856,346,7396,4.0
27580,187,1080,4.0
24549,169,6331,5.0
20434,135,1385,3.0
6533,45,480,4.0
47578,307,42002,2.0
40072,274,6687,2.0
68380,444,97,5.0
80134,503,6377,3.0
5470,39,745,4.0
44223,294,2149,4.0
90704,590,1284,3.5
37374,249,143367,3.0
81935,518,1215,4.0
47283,307,4744,1.5
53471,352,115149,4.0
54085,356,48744,4.5
60240,387,52644,4.0
78632,489,1230,2.5
61515,405,49932,5.0
10607,68,1513,3.5
6519,45,357,4.0
31728,219,2723,4.0
79864,498,333,5.0
57250,380,2985,5.0
7523,51,1639,5.0
21502,140,4963,3.0
82420,523,1721,5.0
49706,318,92475,4.5
77154,482,2792,4.0
49916,320,71535,4.0
26479,182,2443,4.0
87690,565,32,5.0
92438,597,2105,3.0
57989,380,109374,4.0
13532,88,8665,4.5
92282,597,1171,5.0
29203,200,31878,5.0
45865,304,1380,4.0
63229,414,2779,3.0
65589,420,56757,4.0
30610,214,648,3.0
13068,83,71535,2.0
38308,263,1641,4.0
8495,57,3686,3.0
38825,266,2804,4.0
14183,91,353,5.0
31797,219,4238,3.0
15121,97,858,5.0
18859,122,780,4.0
8106,57,527,5.0
59992,387,6666,4.5
22618,154,86644,0.5
62661,414,1016,3.0
6388,43,435,5.0
90199,586,102125,4.5
17791,111,128520,5.0
61197,400,164179,4.5
83081,525,117533,3.0
78657,489,1393,3.0
24497,169,4951,4.5
85616,555,2348,4.0
64314,414,8529,4.0
20475,135,1892,4.0
90631,590,942,4.0
19796,129,8644,4.0
72907,469,3788,4.0
10655,68,1792,4.0
14419,91,2291,4.0
49149,318,2495,4.5
58271,381,2953,2.0
333,4,492,5.0
71132,453,4447,4.0
70205,448,109183,2.0
34045,232,3717,3.5
80831,509,117529,3.5
21914,143,5418,2.0
7503,51,1267,4.0
62457,414,361,2.0
12020,74,194,5.0
60789,391,5541,3.0
55336,367,3615,4.0
31678,219,1953,3.5
26902,182,5464,4.0
80166,503,94015,0.5
44940,298,6942,2.0
33682,229,165,3.0
77431,483,1968,3.5
1542,15,101864,4.0
81007,512,151,5.0
13950,89,127134,3.5
49997,322,912,5.0
35234,237,6373,3.0
49545,318,67508,4.0
42039,287,2762,2.0
75036,474,30749,4.5
53052,350,858,3.0
2469,19,1073,4.0
80710,509,68358,3.5
32041,219,60072,3.0
34688,232,65682,3.5
2879,19,3263,2.0
25250,177,3477,2.5
44999,298,8958,3.0
86532,560,97306,3.0
27959,191,178,1.0
9167,63,165,4.0
41323,280,4018,3.0
8025,56,434,3.0
31373,217,2735,4.0
26410,182,1923,3.0
20000,132,1079,3.5
98496,607,296,3.0
86700,561,1674,3.0
29903,204,86320,0.5
62439,414,333,3.0
87061,561,112623,3.5
3457,21,58025,2.0
43096,288,36401,3.0
29769,202,3707,3.0
82002,520,586,4.0
34429,232,36529,3.5
87498,563,104906,4.0
35450,239,3147,4.5
66154,425,7153,4.0
90887,590,2947,4.5
27475,186,3360,4.0
81418,514,88744,4.0
74802,474,7366,3.5
95824,600,39444,1.0
84442,542,1997,1.5
98570,607,1717,5.0
91122,590,7570,2.0
32543,221,7728,4.0
45598,301,3897,3.5
10522,68,1027,3.0
76964,480,36535,4.0
9689,64,2746,4.0
39622,274,2324,4.0
23760,163,1821,3.0
95273,600,1097,2.0
79252,491,4896,5.0
26027,181,317,3.0
21656,140,33679,3.0
26830,182,4865,2.5
67116,434,588,4.0
88021,567,106487,2.5
4834,29,70286,4.0
31288,217,2334,3.0
93138,599,1466,3.0
29110,200,4306,3.0
46419,305,74324,4.5
45797,304,590,5.0
12403,77,7361,2.0
30910,217,157,2.0
42574,288,2404,1.0
78181,484,42725,4.0
100657,610,106782,4.5
78710,489,2025,3.5
30840,216,3210,4.0
1749,17,5971,4.0
79031,489,49286,4.5
83963,534,90522,3.5
47941,310,1101,0.5
